index_time, rank, date-time, dist file, total_computing_time (s), sending_time (s), BaB_computing_time (s), gathering_time (s), count_BaB, best_bound, best_path, MODE_SEND, MODE_GATHER
32683401.452343, 7, 2023-02-03 21:49:47, input/dist5, 0.008084, 0.004734, 0.001235, 0.002111, 3.000000, 167.000000, 4040103020504.000000, 0, 0
32683401.452343, 8, 2023-02-03 21:49:47, input/dist5, 0.004529, 0.001187, 0.001005, 0.002333, 2.000000, 221.000000, 4040103040205.000000, 0, 0
32683401.452343, 9, 2023-02-03 21:49:47, input/dist5, 0.007171, 0.003835, 0.001257, 0.002075, 2.000000, 201.000000, 4040103040502.000000, 0, 0
32683401.452343, 10, 2023-02-03 21:49:47, input/dist5, 0.007181, 0.003845, 0.002126, 0.001207, 2.000000, 2147483647.000000, 87459449998799280.000000, 0, 0
32683401.452343, 11, 2023-02-03 21:49:47, input/dist5, 0.007205, 0.003875, 0.002141, 0.001185, 2.000000, 191.000000, 4040103050402.000000, 0, 0
32683401.452343, 12, 2023-02-03 21:49:47, input/dist5, 0.004615, 0.001281, 0.002150, 0.001181, 2.000000, 138.000000, 4040104020305.000000, 0, 0
32683401.452343, 13, 2023-02-03 21:49:47, input/dist5, 0.007264, 0.003944, 0.002146, 0.001171, 2.000000, 138.000000, 4040104020503.000000, 0, 0
32683401.452343, 14, 2023-02-03 21:49:47, input/dist5, 0.006874, 0.003546, 0.002189, 0.001135, 2.000000, 148.000000, 4040104030205.000000, 0, 0
32683401.452343, 15, 2023-02-03 21:49:47, input/dist5, 0.007783, 0.004442, 0.002167, 0.001169, 2.000000, 151.000000, 4040104030502.000000, 0, 0
32683307.751122, 0, 2023-02-03 21:49:55, input/dist15, 1.771108, 0.001279, 0.630838, 1.135979, 4546932.000000, 307.000000, 404100102030513193743465184231424.000000, 0, 0
32683307.751122, 1, 2023-02-03 21:49:55, input/dist15, 1.771412, 0.004622, 0.551406, 1.215380, 4000905.000000, 308.000000, 404100103051306074869883486601216.000000, 0, 0
32683307.751122, 2, 2023-02-03 21:49:55, input/dist15, 1.771397, 0.004609, 0.627408, 1.139376, 4701333.000000, 237.000000, 404100104141509081971682214674432.000000, 0, 0
32683307.751122, 3, 2023-02-03 21:49:55, input/dist15, 1.771357, 0.004580, 0.729905, 1.036868, 5388995.000000, 309.000000, 404100105031113114759114499555328.000000, 0, 0
32683307.751122, 4, 2023-02-03 21:49:55, input/dist15, 1.771427, 0.004621, 0.887363, 0.879438, 4714540.000000, 283.000000, 404100106041415130769550873722880.000000, 0, 0
32683307.751122, 5, 2023-02-03 21:49:55, input/dist15, 1.771406, 0.004632, 0.716760, 1.050011, 5346942.000000, 321.000000, 404100107020305151868627360677888.000000, 0, 0
32683307.751122, 6, 2023-02-03 21:49:55, input/dist15, 1.771396, 0.004618, 0.709674, 1.057101, 3063167.000000, 280.000000, 404100108041415086408812545966080.000000, 0, 0
32683307.751122, 7, 2023-02-03 21:49:55, input/dist15, 1.771395, 0.004618, 0.638648, 1.128125, 4655482.000000, 333.000000, 404100109020712016741421211975680.000000, 0, 0
32683307.751122, 8, 2023-02-03 21:49:55, input/dist15, 1.770906, 0.004095, 0.776557, 0.990248, 5809233.000000, 309.000000, 404100111031305087222604632162304.000000, 0, 0
32683307.751122, 9, 2023-02-03 21:49:55, input/dist15, 1.771235, 0.004464, 0.517839, 1.248929, 4011213.000000, 295.000000, 404100112070203159426992707731456.000000, 0, 0
32683307.751122, 10, 2023-02-03 21:49:55, input/dist15, 1.771392, 0.004604, 0.635420, 1.131364, 4451667.000000, 306.000000, 404100113030511184348350452334592.000000, 0, 0
32683307.751122, 11, 2023-02-03 21:49:55, input/dist15, 1.771366, 0.004565, 0.621466, 1.145331, 3371941.000000, 249.000000, 404100114041509132602005134508032.000000, 0, 0
32683307.751122, 12, 2023-02-03 21:49:55, input/dist15, 1.771371, 0.004566, 0.631102, 1.135700, 3632073.000000, 252.000000, 404100115140406032539667943915520.000000, 0, 0
32683307.751122, 13, 2023-02-03 21:49:55, input/dist15, 1.771385, 0.004609, 1.303859, 0.462913, 11075136.000000, 415.000000, 404100201030414188509328004087808.000000, 0, 0
32683307.751122, 14, 2023-02-03 21:49:55, input/dist15, 1.771360, 0.004572, 1.123036, 0.643747, 9454256.000000, 428.000000, 404100203010405047320949771206656.000000, 0, 0
32683307.751122, 15, 2023-02-03 21:49:55, input/dist15, 1.769699, 0.002914, 1.766664, 0.000108, 15576722.000000, 309.000000, 404100702120308075217603923017728.000000, 0, 0
32682997.808486, 0, 2023-02-03 21:50:48, input/dist17, 47.418707, 0.001713, 34.563578, 12.851026, 210420896.000000, 260.000000, 4041001041415090982278754296309743616.000000, 0, 0
32682997.808486, 1, 2023-02-03 21:50:48, input/dist17, 47.418195, 0.003061, 35.763850, 11.651280, 266253672.000000, 324.000000, 4041002160308052079180620867857022976.000000, 0, 0
32682997.808486, 2, 2023-02-03 21:50:48, input/dist17, 47.417149, 0.002033, 17.417667, 29.997445, 113114473.000000, 355.000000, 4041003020805131753196301005971521536.000000, 0, 0
32682997.808486, 3, 2023-02-03 21:50:48, input/dist17, 47.418890, 0.003771, 40.104133, 7.310981, 306590258.000000, 306.000000, 4041004011415090574653515924963852288.000000, 0, 0
32682997.808486, 4, 2023-02-03 21:50:48, input/dist17, 47.420132, 0.004853, 33.795607, 13.619668, 256954468.000000, 347.000000, 4041005021603081813569103591232241664.000000, 0, 0
32682997.808486, 5, 2023-02-03 21:50:48, input/dist17, 47.420086, 0.004703, 42.243558, 5.171822, 251725004.000000, 347.000000, 4041006031602080994361196262520258560.000000, 0, 0
